citing	cited	type	confidence	evidence
0706.2330	nucl-th/0212026	background	low	The citation context is a bare list of references with no surrounding sentence describing the cited paper's role.
0706.2330	hep-ph/0606108	background	low	The citation context is a bare list of references with no surrounding sentence describing the cited paper's role.
0706.2336	nucl-th/0301099	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	hep-ph/0605199	uses	high	The citing paper uses the heavy quark diffusion coefficient from [TARGET] as an input parameter in a relativistic Langevin model.
0706.2336	hep-th/0610113	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	hep-th/0606149	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	hep-ph/0209161	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	hep-ph/0101136	background	medium	The citing paper mentions collective elliptic flow observables as a class of observables, citing [TARGET] as an example, but no specific relationship is asserted.
0706.2336	hep-ph/0612168	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	hep-th/0605158	uses	high	The citing paper states that the third approach computes the heavy quark drag coefficient via a specific classical string configuration [TARGET], using it as a direct computation method.
0706.2336	hep-th/0607123	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	nucl-th/0507019	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	nucl-th/0508055	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	hep-ph/0106202	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	hep-th/0703243	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	nucl-th/0104073	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	nucl-th/0512076	uses	high	The citing paper uses the WHDG model [TARGET] to convolve elastic and inelastic parton energy loss for predictions.
0706.2336	nucl-th/0302077	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	nucl-th/0011058	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2336	nucl-ex/0609016	background	low	The context is a bare list of references with no specific relationship asserted.
0706.2526	nucl-th/0110065	background	low	The citation context lists multiple references without a specific sentence linking to the cited paper.
0706.2526	0704.2827	background	low	The citation context lists multiple references without a specific sentence linking to the cited paper.
0706.2693	nucl-th/0407034	uses	high	the citing paper states that extension to 600 MeV has been achieved by means of a simple parametric form [TARGET]
0706.2693	nucl-th/0407028	uses	high	the citing paper states that extension to 600 MeV has been achieved by means of a simple parametric form [TARGET]
0706.2693	nucl-th/0407027	uses	high	the citing paper states that extension to 600 MeV has been achieved by means of a simple parametric form [TARGET]
0706.2693	nucl-th/0504084	contrasts	high	the citing paper says the results reported here differ from the above g-folding model in two aspects
0706.2693	nucl-th/0101053	compares	medium	the citing paper notes that a much closer agreement with the data is reported in Ref. [TARGET]
0706.2693	nucl-th/0404021	uses	high	the citing paper states that extension to 600 MeV has been achieved by means of a simple parametric form [TARGET]
0706.2697	0705.2198	background	low	The citation context lists the paper among a series of references without any specific relationship asserted.
0706.2697	hep-ph/0609164	uses	high	The citing paper states that the three-peak structure is seen more clearly if the soft modes are replaced by an elementary massive boson [TARGET], using the cited work as a tool to illustrate the mechanism.
0706.2937	nucl-th/9609062	background	low	The citation context lists multiple references without a specific assertion about the cited paper.
0706.2937	nucl-th/9706043	background	low	The citation context lists multiple references without a specific assertion about the cited paper.
0706.2937	nucl-th/9509030	background	low	The citation context lists multiple references without a specific assertion about the cited paper.
0706.2937	nucl-th/9609048	background	low	The citation context lists multiple references without a specific assertion about the cited paper.
0706.3059	nucl-th/9607036	background	low	The citation context is a bare list of references with no surrounding sentence describing the relationship.
0706.3059	hep-ph/9511214	background	low	The citation context is a bare list of references with no surrounding sentence describing the relationship.
0706.3278	nucl-th/0702006	background	low	The citation appears only in the acknowledgements section with no specific relationship asserted in the body text.
0706.3287	nucl-th/0609076	background	low	The context lists multiple references without specifying a relationship to [TARGET].
0706.3287	nucl-th/0702065	uses	high	The citing paper uses the tensor component of the Skyrme force from [TARGET] to estimate the effect of the tensor force.
0706.3290	hep-ph/9903292	background	low	bare mention in a list of references
0706.3290	nucl-th/0006021	background	low	bare mention in a list of references
0706.3290	nucl-th/0410044	background	low	bare mention in a list of references
0706.3290	nucl-th/9809027	background	low	bare mention in a list of references
0706.3290	nucl-th/9808030	background	low	bare mention in a list of references
0706.3290	nucl-th/9903010	background	low	bare mention in a list of references
0706.3290	nucl-th/0010004	background	low	bare mention in a list of references
0706.3290	hep-ph/9702274	background	low	bare mention in a list of references
0706.3290	nucl-th/0505069	background	low	bare mention in a list of references
0706.3290	nucl-th/0606036	background	low	bare mention in a list of references
0706.3290	nucl-th/9711066	background	low	bare mention in a list of references
0706.3290	nucl-th/0510022	background	low	bare mention in a list of references
0706.3290	nucl-th/0112021	background	low	bare mention in a list of references
0706.3290	nucl-th/0611075	background	low	bare mention in a list of references
0706.3290	nucl-th/0503026	background	low	bare mention in a list of references
0706.3290	nucl-th/9410026	background	low	bare mention in a list of references
0706.3290	nucl-th/0507039	background	low	bare mention in a list of references
0706.3290	hep-ph/0511094	background	low	bare mention in a list of references
0706.3290	nucl-th/0404083	background	low	bare mention in a list of references
0706.3290	nucl-th/0601062	background	low	bare mention in a list of references
0706.3290	nucl-th/9906074	background	low	bare mention in a list of references
0706.3290	hep-ph/0003168	background	low	bare mention in a list of references
0706.3290	nucl-th/0606009	background	low	bare mention in a list of references
0706.3290	nucl-th/0411003	background	low	bare mention in a list of references
0706.3290	0704.1967	background	low	bare mention in a list of references
0706.3290	nucl-th/0404056	background	low	bare mention in a list of references
0706.3290	hep-ph/9806219	background	low	bare mention in a list of references
0706.3290	nucl-th/9508020	background	low	bare mention in a list of references
0706.3290	nucl-th/0511071	background	low	bare mention in a list of references
0706.3290	nucl-ex/0108029	background	low	bare mention in a list of references
0706.3290	nucl-th/9903063	background	low	bare mention in a list of references
0706.3356	astro-ph/0611580	background	low	The citation context is a list of references with no sentence connecting to the cited paper.
0706.3356	hep-ph/9610423	background	medium	The context mentions nuclear beams were discussed for HERA but will not be implemented, providing background information.
0706.3356	nucl-th/0603049	background	low	The citation context is a list of references with no sentence connecting to the cited paper.
0706.3356	hep-ph/0702212	uses	high	The citing paper states that coherent W+ photoproduction is a way to measure the W+ electromagnetic coupling [TARGET], using the cited work as a reference for that measurement.
0706.3356	nucl-th/0306016	uses	high	The citing paper states 'The probability of nuclear dissociation is close to 50% [TARGET]', using the cited work as a source for that probability.
0706.3356	hep-ph/0507286	background	low	The citation context is a list of references with no sentence connecting to the cited paper.
0706.3356	hep-ph/0601131	extends	medium	The citing paper says 'Even larger reductions are expected when saturation effects... are included [TARGET]', indicating the cited work's results are extended by including saturation effects.
0706.3356	hep-th/0205086	background	low	The citation context is a list of references with no sentence connecting to the cited paper.
0706.3356	hep-ph/9402335	contrasts	high	The citing paper states 'Some models neglect this effect [TARGET] and focus on higher-twist effects', indicating the cited work neglects leading-twist shadowing, contrasting with the citing paper's approach.
0706.3356	hep-ex/0703024	background	low	The citation context is a list of references with no sentence connecting to the cited paper.
0706.3356	nucl-ex/0601001	background	low	The citation context is a list of references with no sentence connecting to the cited paper.
0706.3428	hep-ph/0507210	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3428	nucl-th/0610108	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3428	0705.4280	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3428	hep-ph/0609117	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3428	0706.2203	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3428	nucl-th/0407114	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3428	hep-th/0703243	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3428	0706.1522	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3503	nucl-th/0008018	background	high	The context mentions experimental researches on 12Be as a known fact, with no specific relationship asserted beyond prior art.
0706.3509	hep-ph/0108271	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0706.3509	nucl-th/0105028	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0706.3509	nucl-th/0511060	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0706.3509	nucl-th/0405028	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0706.3509	nucl-th/0512039	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0706.3509	nucl-th/0611083	background	low	The citation context is a bare list of references with no surrounding text describing the relationship.
0706.3531	nucl-th/0110037	background	low	The citation appears in the acknowledgments and bibliography without any specific relationship asserted in the body text.
0706.3531	nucl-th/0312065	uses	high	the citing paper states it is testing an idea originating from the paper of S.Voloshin [TARGET]
0706.3531	nucl-th/0011058	background	low	The citation appears in the acknowledgments and bibliography without any specific relationship asserted in the body text.
0706.3531	nucl-th/0305084	background	low	The citation appears only in the bibliography without any specific relationship asserted in the body text.
0706.3543	nucl-th/0507024	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/9910012	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/9501011	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/9803015	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/0002018	uses	high	The small ηNN coupling is also predicted in Refs. [TARGET].
0706.3543	nucl-th/0202067	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/0611036	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/0403064	compares	high	a 'second peak' around W 1.7 GeV appears in the total cross section, which is also predicted by other models [TARGET].
0706.3543	nucl-th/0511045	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/9601002	uses	high	The small ηNN coupling is also predicted in Refs. [TARGET].
0706.3543	nucl-th/0507025	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/9806100	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/9706010	uses	high	Following the procedures developed in refs. [TARGET], one can then express the s and u channel amplitudes by operator expansions.
0706.3543	nucl-th/9404013	compares	high	similar feature also appears in photoproduction reactions [TARGET].
0706.3543	nucl-th/9708051	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/9902028	compares	high	similar feature also appears in photoproduction reactions [TARGET].
0706.3543	nucl-th/0610011	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/0305004	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/0011069	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/0311089	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	hep-ph/0307341	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/0110034	compares	high	similar feature also appears in photoproduction reactions [TARGET].
0706.3543	nucl-th/0503069	uses	high	it is argued that it may contain a large admixture of pentaquark component [TARGET].
0706.3543	nucl-th/0104084	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/0207066	uses	high	Since there are still large uncertainties with the width of the P11(1710) [TARGET], we thus adjust it to examine the model predictions.
0706.3543	nucl-th/0307072	background	low	The citation context is a list of references with no specific relationship asserted.
0706.3543	nucl-th/9901028	uses	high	The small ηNN coupling is also predicted in Refs. [TARGET].
0706.3614	nucl-th/0703055	background	low	The citation context is a list of references with no specific relationship asserted to the cited paper
0706.3651	hep-ph/0505239	background	low	The context is a list of references with no specific relationship asserted.
0706.3651	nucl-th/0501019	background	low	The context is a list of references with no specific relationship asserted.
0706.3651	nucl-th/0701001	background	low	The context is a list of references with no specific relationship asserted.
0706.3651	nucl-th/0512037	background	low	The context is a list of references with no specific relationship asserted.
0706.3651	nucl-th/0604049	background	low	The context is a list of references with no specific relationship asserted.
0706.3775	hep-ph/0601209	uses	high	We develop the formalism discussed previously in hep-ph/0601209 and hep-ph/0605246
0706.3775	hep-ph/0511052	background	medium	The citation appears in a list of references with no specific relationship asserted in the context
0706.3775	hep-ph/0204211	background	medium	The citation appears in a list of references with no specific relationship asserted in the context
0706.3775	hep-ph/0605246	uses	high	We develop the formalism discussed previously in hep-ph/0601209 and hep-ph/0605246
0706.3775	hep-ph/0303204	background	medium	The citation appears in a list of references with no specific relationship asserted in the context
0706.3775	hep-ph/0611157	background	medium	The citation appears in a list of references with no specific relationship asserted in the context
0706.3820	nucl-th/0610088	uses	medium	The citation context lists multiple papers including [TARGET] as prior work on Mach-like structures, and the citing paper uses a multi-phase transport model to study similar correlations, implying use of prior results as background or tool.
0706.3836	nucl-th/9909022	background	low	The citation context is a list of references with no specific relationship asserted
0706.3939	nucl-th/0609078	background	low	bare mention in a list of references for recent work
0706.3939	hep-lat/0203028	background	low	bare mention in a list of references
0706.3939	nucl-th/0212038	uses	high	cited as one of the contributions considered in delineating theoretical uncertainty
0706.3939	nucl-th/9405012	uses	high	cited as one of the contributions considered in delineating theoretical uncertainty
0706.3939	hep-ph/0301204	uses	high	cited as an example of curve fitting to power corrections
0706.3939	hep-ph/0210064	uses	high	cited as recent work using lattice QCD methods to interpret results
0706.3939	hep-ph/0602240	uses	high	cited as a study considering weak decays in the context of neutrino mass naturalness
0706.3939	nucl-th/0407087	background	low	bare mention in a list of references
0706.3939	nucl-th/9711036	uses	high	cited as one of the contributions considered in delineating theoretical uncertainty
0706.3939	hep-ph/0601127	background	low	bare mention in a list of references
0706.3939	hep-ph/0005281	uses	high	cited as one of the contributions considered in delineating theoretical uncertainty
0706.3939	hep-ph/0603023	background	low	bare mention in a list of references
0706.3939	hep-ph/0106216	uses	high	cited to provide the form of the asymmetry in the real photon limit
0706.3939	hep-ph/0404291	uses	high	cited as a reference for the upcoming revolution in EDM searches
0706.3939	hep-ph/0501217	uses	high	cited as a reference detailing the puzzle of HT contributions
0706.3939	hep-lat/0406002	uses	high	cited as recent work using lattice QCD methods to interpret results
0706.3939	nucl-th/0608035	background	low	bare mention in a list of references
0706.3939	nucl-th/0605006	uses	high	cited as one of the contributions considered in delineating theoretical uncertainty
0706.3939	hep-ph/0412354	background	low	bare mention in a list of references
0706.3939	nucl-th/0501023	background	low	bare mention in a list of references
0706.3939	nucl-th/0212041	uses	high	cited as one of the contributions considered in delineating theoretical uncertainty
0706.3939	hep-ph/0002252	uses	high	cited as one of the contributions considered in delineating theoretical uncertainty
0706.3942	hep-ph/0603023	background	low	The citation context is a bare bibliographic entry with no surrounding sentence describing the relationship.
0706.3942	hep-ph/0404291	background	low	The citation context is a bare bibliographic entry with no surrounding sentence describing the relationship.
0706.3942	nucl-th/0608035	background	low	The citation context is a bare bibliographic entry with no surrounding sentence describing the relationship.
0706.3942	hep-ph/0602240	background	low	The citation context is a bare bibliographic entry with no surrounding sentence describing the relationship.
0706.3944	hep-ph/0703225	background	low	The citation context is a list of references with no specific relationship asserted
0706.3958	nucl-th/0610121	contrasts	high	the citing paper says 'However, in [TARGET], we did not account for the limited p_T range'
0706.3958	nucl-th/0610088	background	medium	the citing paper lists the parton cascade model as one of several models that can produce Mach-like structure
0706.3958	nucl-th/0405029	uses	high	the citing paper says 'di-hadron correlation as measured by the STAR [TARGET]'
0706.3958	nucl-th/0507063	background	low	the context is a list of references with no specific relationship asserted
0706.3958	nucl-th/0406018	background	low	the context is a list of references with no specific relationship asserted
0706.3958	nucl-th/0503028	uses	high	the citing paper says 'Explicit simulation of hydrodynamic evolution with a quenching jet, indicate that ... are strongly influenced by the jet path length in the medium [TARGET]'
0706.3958	0705.1059	uses	high	the citing paper says 'Explicit simulation of hydrodynamic evolution with a quenching jet, indicate that ... are strongly influenced by the jet path length in the medium [TARGET]'
0706.3958	nucl-th/0609038	compares	medium	the citing paper says 'T^02 rather look like that due to a deflected jet [TARGET]' and discusses similarity between the two scenarios
0706.4084	astro-ph/0101524	background	low	The citation context lists multiple references without specifying a relationship to the cited paper.
0706.4084	astro-ph/0512411	background	low	The citation context lists multiple references without specifying a relationship to the cited paper.
0706.4084	astro-ph/0605424	contrasts	high	The citing paper improves on earlier bounds by more than two orders of magnitude, directly contrasting with the constraints from the cited work.
0706.4085	cond-mat/0703526	background	high	The citation context lists the paper in a series of references without any specific relationship asserted.
0706.4085	0705.4335	uses	medium	The context mentions a similar truncation approach used by the cited paper while writing up the manuscript.
0706.4182	0706.3356	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4182	hep-ph/0303204	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4182	hep-ph/0308248	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4182	nucl-th/0405046	compares	high	BRAHMS data compared to pQCD [TARGET] and CGC predictions
0706.4182	hep-ex/0703024	background	low	No citation context extracted from tex
0706.4200	nucl-th/0109076	background	low	The context mentions that quantitative proof is still missing, citing [TARGET] as a reference for that lack.
0706.4200	nucl-th/0109044	background	low	The context mentions that quantitative proof is still missing, citing [TARGET] as a reference for that lack.
0706.4200	nucl-th/0110075	background	low	The context mentions that quantitative proof is still missing, citing [TARGET] as a reference for that lack.
0706.4200	hep-ph/0111183	background	low	The context mentions that quantitative proof is still missing, citing [TARGET] as a reference for that lack.
0706.4200	hep-ph/0605105	background	low	The context says the role of the interaction is not yet completely understood, citing [TARGET] as a reference for partial understanding.
0706.4200	hep-ph/0602112	background	low	The context says the role of the interaction is not yet completely understood, citing [TARGET] as a reference for partial understanding.
0706.4200	nucl-th/0109075	background	low	The context mentions that quantitative proof is still missing, citing [TARGET] as a reference for that lack.
0706.4200	nucl-th/0108047	background	low	The context mentions that quantitative proof is still missing, citing [TARGET] as a reference for that lack.
0706.4204	nucl-th/0012082	background	low	The citation context is a list of references with no specific sentence linking the cited paper to the citing paper's work.
0706.4252	nucl-th/0006010	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/0406018	background	medium	Mentioned as a prediction for mach shocks in 2004, but no specific relationship asserted.
0706.4252	nucl-th/9803035	background	low	Cited in a list of references without any surrounding context.
0706.4252	hep-lat/0204010	background	low	Cited in a list of references without any surrounding context.
0706.4252	hep-lat/0104001	background	low	Cited in a list of references without any surrounding context.
0706.4252	hep-ph/0311168	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/0703054	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/0005032	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/0504047	uses	high	Citing paper describes thermal model and says particles are described as coming from a globally equilibrated source using [TARGET].
0706.4252	nucl-ex/0609017	background	low	Cited in a list of references without any surrounding context.
0706.4252	hep-ph/0605294	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/9410026	uses	high	Citing paper describes thermal model and says particles are described as coming from a globally equilibrated source using [TARGET].
0706.4252	nucl-th/0507046	background	low	Cited in a list of references without any surrounding context.
0706.4252	hep-lat/0106002	background	low	Cited in a list of references without any surrounding context.
0706.4252	hep-ph/0501255	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/0404083	uses	high	Citing paper describes thermal model and says particles are described as coming from a globally equilibrated source using [TARGET].
0706.4252	nucl-th/0610121	compares	medium	Satarov and Chaudhuri [TARGET] have calculated that the jet angle in an expanding medium is also very dependent on the exact origin of the jet.
0706.4252	hep-lat/0609068	background	medium	Mentioned as a belief that a second order phase transition occurs at a temperature, citing [TARGET].
0706.4252	hep-ph/0607299	background	low	Cited in a list of references without any surrounding context.
0706.4252	hep-lat/0012023	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/9809044	uses	high	Citing paper says for a detailed description on how to decompose T^ into ideal and non-ideal part please refer to [TARGET].
0706.4252	nucl-th/9508020	uses	high	Citing paper describes thermal model and says particles are described as coming from a globally equilibrated source using [TARGET].
0706.4252	nucl-th/0402026	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/0512076	background	low	Cited in a list of references without any surrounding context.
0706.4252	nucl-th/9903063	uses	high	Citing paper describes thermal model and says particles are described as coming from a globally equilibrated source using [TARGET].
0706.4277	nucl-th/0108041	extends	high	our1 looks more like an extension of the RG approach discussed in Ref. [TARGET] to the case of current operators
0706.4277	nucl-th/0702074	background	medium	cited as an example of VRG used to study nuclear EFT, but only as background context
0706.4277	nucl-th/0611052	contrasts	high	the solution given in Refs. [TARGET] differs from ours
0706.4277	nucl-th/0411108	background	medium	cited as an example of VRG used to study nuclear EFT, but only as background context
0706.4277	nucl-th/0511020	background	medium	cited as an example of VRG used to study nuclear EFT, but only as background context
0706.4277	nucl-th/9901001	background	low	context is empty or a bare mention
0706.4277	0704.3757	contrasts	high	the solution given in Refs. [TARGET] differs from ours
0706.4277	nucl-th/0507077	background	medium	cited as an example of VRG used to study nuclear EFT, but only as background context
0706.4277	nucl-th/0605004	background	medium	cited as an example of VRG used to study nuclear EFT, but only as background context
0706.4277	hep-ph/9807302	uses	high	the use of G^ for the RG approach to the current operator is naturally related to the RG approach to the two-body interaction where the cutoff independence of the fully off-shell two-body scattering amplitude is used [TARGET]
0706.4277	nucl-th/0606026	contrasts	high	the solution given in Refs. [TARGET] differs from ours
0706.4325	nucl-th/0012020	background	medium	The citation context says 'This sub-section is based on ref.~ [TARGET]' indicating the cited paper is the basis for the subsection.
0706.4325	hep-ph/9406365	background	low	The citation context is a fragment 'The discussion on the back-to-back particle-antiparticle' with no clear relationship asserted.
0706.4325	nucl-th/9606039	uses	high	The citing paper uses the cited work as a supporting reference for the scenario of a slowly burning cylinder of QGP.
0706.4325	nucl-th/0310042	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	nucl-th/0505019	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	hep-ph/0412243	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	nucl-th/0207016	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	hep-ph/9806219	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	nucl-th/0411031	uses	high	The citing paper uses the cited work as evidence that results were consistent with restored chiral symmetry and as a source of predictions for experimental tests.
0706.4325	nucl-th/0311102	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	nucl-th/0512060	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	hep-lat/0609068	uses	high	The citing paper uses the cited work as a reference for the QCD transition temperature value.
0706.4325	hep-lat/0402006	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	nucl-th/0403074	background	low	The citation context is a bare mention in a list of references with no specific relationship asserted.
0706.4325	nucl-th/0507004	uses	high	The citing paper uses the cited work as a source for predictions of peaking behavior in HBT radii and transverse momentum spectrum.
0706.4393	nucl-th/0701035	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4393	nucl-th/0701050	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4393	nucl-th/0701001	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4409	nucl-th/0504047	uses	high	The citing paper mentions THERMINATOR, a Monte Carlo event generator, and cites the paper as the source of that generator.
0706.4409	nucl-th/0602027	background	medium	The context states 'It has been shown [TARGET] that calculations based on a hadronic rescattering model agree reasonably well with experimental results', which is a general prior-art mention.
0706.4409	nucl-th/0305075	background	low	The citation appears in a list of references with no specific relationship asserted in the context.
0706.4409	nucl-th/0106050	background	low	The citation appears in a list of references with no specific relationship asserted in the context.
0706.4409	nucl-th/0609054	background	low	The citation appears in a list of references with no specific relationship asserted in the context.
0706.4409	nucl-th/0205053	background	medium	The context states 'It has been shown [TARGET] that calculations based on a hadronic rescattering model agree reasonably well with experimental results', which is a general prior-art mention.
0706.4409	hep-ph/0702032	background	low	The citation appears in a list of references with no specific relationship asserted in the context.
0706.4443	hep-ph/0604269	background	low	The citation context is a list of references with no sentence describing the relationship to the cited paper.
0706.4456	nucl-th/0412015	background	low	The citation context is a reference to a funding acknowledgment and does not describe the cited paper's content or relationship
0707.0054	0710.1476	uses	high	the model MACE has been introduced to simulate the propagation of sound waves through a medium and recognize and evaluate mach cones [TARGET]
0707.0196	0705.4298	background	low	The citation context lists multiple references without asserting a specific relationship to the cited paper.
0707.0196	astro-ph/0608090	uses	high	The citing paper says 'they can yield the most conservative limit on the DM total self-annihilation cross section~ [TARGET]' and later refers to 'BBM used the truly cosmic DM annihilation signal', indicating the cited work is used as a prior result.
0707.0249	0706.4266	compares	high	the citing paper compares its MC-KLN model results to standard Glauber-model results (see, for example [TARGET])
0707.0249	nucl-th/0607009	compares	high	the citing paper compares its MC-KLN model results to standard Glauber-model results (see, for example [TARGET])
0707.0249	nucl-th/0605012	background	medium	the citation context only lists the paper in a reference list without asserting a specific relationship
0707.0249	nucl-th/0611017	uses	high	the citing paper examines fluctuations based on the Monte Carlo KLN model introduced in Ref. [TARGET]
0707.0249	nucl-th/0703031	uses	high	the citing paper mentions that hydrodynamic fluctuations may contribute to sigma_v2 as well [TARGET]
0707.0261	nucl-th/0208001	uses	high	the citing paper states that high-pT jets produce photons by Compton scattering or annihilation with a thermal parton, citing [TARGET] as the source of this process
0707.0262	nucl-th/0103081	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	nucl-th/9609013	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0107199	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	nucl-th/9307027	uses	medium	The citing paper uses the relative strength parameter from the fit of [TARGET].
0707.0262	hep-ph/0312214	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0311341	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0309118	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	nucl-th/0006017	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/9804209	uses	high	The citing paper uses the chiral unitary approach as developed in [TARGET].
0707.0262	hep-ph/0510384	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0206263	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	nucl-th/0102053	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	nucl-th/0203034	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	nucl-th/0306073	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	nucl-th/0304052	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0109056	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0405129	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0005253	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0301058	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	nucl-th/9411021	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0262	hep-ph/0309292	background	low	The citation context is a bare list of references with no specific relationship asserted.
0707.0314	0705.1318	background	low	The citation context lists the paper among other references without any specific relationship asserted.
0707.0363	nucl-th/0012018	background	low	The context mentions that the optimum spatial position of the bubble has also been investigated [TARGET] but provides no specific relationship beyond a bare mention.
0707.0363	nucl-th/0310086	uses	high	The context states that low-lying states of 46Ar were studied using Coulomb excitation [TARGET], indicating the cited work is used as a method.
0707.0363	hep-ph/0007358	background	low	The context mentions that the optimum spatial position of the bubble has also been investigated [TARGET] but provides no specific relationship beyond a bare mention.
0707.0363	nucl-th/0012062	background	low	The context mentions that the optimum spatial position of the bubble has also been investigated [TARGET] but provides no specific relationship beyond a bare mention.
0707.0399	nucl-th/0610057	background	low	The context mentions a QCD sum rule study by Chen et al. but does not specify the relationship to the citing paper's own work.
0707.0399	nucl-th/0611016	background	low	The context mentions a QCD sum rule study by Chen et al. but does not specify the relationship to the citing paper's own work.
0707.0399	hep-lat/0005006	background	low	The context mentions Isgur's critique but does not assert a specific relationship to the citing paper.
0707.0399	hep-ex/0605012	background	low	The context mentions a QCD sum rule study by Chen et al. but does not specify the relationship to the citing paper's own work.
