citing	cited	type	confidence	evidence
0705.4565	nucl-th/0506005	background	medium	we refer the interested reader to the literature for further details [TARGET]
0705.4565	nucl-th/9901054	background	medium	we refer the interested reader to the literature for further details [TARGET]
0705.4565	nucl-th/9901082	background	high	pursued by many others [TARGET]
0705.4565	nucl-th/0610003	background	high	for some reviews emphasizing different viewpoints see e.g. [TARGET]
0705.4565	nucl-th/9509032	background	low	bare citation with no context
0705.4565	nucl-th/0304018	uses	high	we use the chiral constants of Ref. [TARGET] (Set IV)
0705.4565	nucl-th/9706045	extends	high	In the present paper, we extend those ideas to the case where Lorentz-invariant chiral potentials are used instead
0705.4565	0705.2952	background	medium	finite cut-off corrections are O(r_c^(7/2+1)) up to oscillations [TARGET]
0705.4565	nucl-th/0304025	background	high	A series of papers [TARGET] was devoted to the construction of the TPE component of the NN interaction
0705.4565	nucl-th/9802084	background	low	bare citation with no context
0705.4565	nucl-th/0609037	background	medium	we refer the interested reader to the literature for further details [TARGET]
0705.4565	nucl-th/0507075	uses	high	which already provided a good description of deuteron properties after renormalization [TARGET] at NNLO
0705.4565	hep-ph/9908247	background	low	bare citation with no context
0705.4565	nucl-th/0310011	background	high	A series of papers [TARGET] was devoted to the construction of the TPE component of the NN interaction
0705.4565	nucl-th/0202039	background	high	pursued by many others [TARGET]
0705.4565	nucl-th/0507077	background	medium	we refer the interested reader to the literature for further details [TARGET]
0705.4565	nucl-th/0203040	background	high	for some reviews emphasizing different viewpoints see e.g. [TARGET]
0705.4565	nucl-th/0307050	background	medium	we refer the interested reader to the literature for further details [TARGET]
0705.4565	nucl-th/0410020	background	low	bare citation with no context
0705.4565	nucl-th/9509029	background	high	pursued by many others [TARGET]
0705.4565	nucl-th/0203055	background	high	for some reviews emphasizing different viewpoints see e.g. [TARGET]
0705.4565	nucl-th/0509032	background	high	for some reviews emphasizing different viewpoints see e.g. [TARGET]
0706.0035	hep-lat/0508009	background	low	bare mention in a list of references
0706.0035	nucl-th/9801034	uses	high	citing paper follows the normalization and conventions of [TARGET]
0706.0035	hep-lat/0306036	background	low	bare mention as an example of an operator in the Lagrangian
0706.0035	hep-ph/0107158	background	low	bare mention in a list of references
0706.0035	hep-lat/0405007	background	low	bare mention in a list of references
0706.0035	hep-lat/0407030	background	low	bare mention in a list of references
0706.0035	hep-lat/0111050	background	low	bare mention in a list of references
0706.0035	nucl-th/9802075	uses	high	citing paper follows the normalization and conventions of [TARGET]
0706.0035	hep-lat/0308001	background	low	bare mention in a list of references
0706.0035	hep-lat/0307003	background	low	bare mention in a list of references
0706.0035	nucl-th/0104030	uses	high	citing paper uses BBSvK power counting from [TARGET]
0706.0035	nucl-th/0611048	background	low	bare mention in a list of references
0706.0035	hep-lat/0411028	background	low	bare mention in a list of references
0706.0035	hep-ph/9209257	uses	high	citing paper uses Weinberg's power counting from [TARGET]
0706.0035	hep-ph/0109190	uses	high	citing paper finds chiral transformations in [TARGET]
0706.0035	hep-lat/0601033	compares	medium	citing paper contrasts two-nucleon system with two-pion system from [TARGET]
0706.0035	hep-lat/0210046	background	low	bare mention in a list of references
0706.0035	hep-lat/0611032	background	low	bare mention in a list of references
0706.0035	hep-lat/0607001	background	low	bare mention in a list of references
0706.0035	hep-lat/0506013	background	low	bare mention in a list of references
0706.0035	hep-lat/0412025	background	low	bare mention in a list of references
0706.0035	hep-lat/0203003	background	low	bare mention in a list of references
0706.0035	0705.4295	background	low	bare mention in a list of references
0706.0035	hep-ph/0111048	background	low	bare mention in a list of references
0706.0035	nucl-th/9804032	uses	high	citing paper follows the normalization and conventions of [TARGET]
0706.0035	hep-lat/0202013	background	low	bare mention in a list of references
0706.0035	hep-lat/0210044	background	low	bare mention in a list of references
0706.0035	hep-lat/0505022	background	low	bare mention in a list of references
0706.0035	hep-lat/0503009	background	low	bare mention in a list of references
0706.0035	hep-lat/0607030	background	low	bare mention in a list of references
0706.0035	nucl-th/0311027	background	low	bare mention as an example of an operator in the Lagrangian
0706.0035	hep-lat/0203028	background	low	bare mention in a list of references
0706.0035	hep-lat/0309013	background	low	bare mention in a list of references
0706.0035	hep-lat/0602010	uses	high	citing paper references the NPLQCD Collaboration's determination of scattering lengths using [TARGET]
0706.0035	hep-lat/0508019	uses	high	citing paper references analysis of Lorentz violating operators in [TARGET]
0706.0035	hep-lat/0510062	background	low	bare mention in a list of references
0706.0035	hep-lat/0604013	uses	high	citing paper references the NPLQCD Collaboration's determination of scattering lengths using [TARGET]
0706.0035	nucl-th/0105045	background	low	bare mention in a list of references
0706.0035	hep-lat/0702021	background	low	bare mention in a list of references
0706.0035	hep-lat/0501018	uses	high	citing paper references analysis of Lorentz violating operators in [TARGET]
0706.0035	hep-lat/0504001	background	low	bare mention in a list of references
0706.0035	hep-lat/0510024	compares	medium	citing paper contrasts mixed action effects from [TARGET] with other results
0706.0035	hep-ph/0105197	background	low	bare mention in a list of references
0706.0035	hep-lat/0201019	background	low	bare mention in a list of references
0706.0035	hep-lat/0605014	uses	high	citing paper references the NPLQCD Collaboration's determination of scattering lengths using [TARGET]
0706.0035	hep-lat/0603026	background	low	bare mention in a list of references
0706.0035	nucl-th/0108042	background	low	bare mention in a list of references
0706.0035	hep-lat/0611003	extends	high	citing paper says 'we showed' in [TARGET] that chiral symmetry suppresses sources of chiral symmetry breaking
0706.0035	hep-lat/0312004	background	low	bare mention as an example of an operator in the Lagrangian
0706.0035	hep-lat/0306021	background	low	bare mention in a list of references
0706.0035	hep-lat/0501020	uses	high	citing paper references analysis of Lorentz violating operators in [TARGET]
0706.0035	hep-lat/0410033	background	low	bare mention in a list of references
0706.0035	hep-lat/0512004	background	low	bare mention in a list of references
0706.0130	nucl-th/0609067	background	low	The citation context is a bare list of references with no surrounding text describing the cited work's relationship to the citing paper.
0706.0130	astro-ph/0411618	uses	medium	The citing paper uses the population synthesis results from [TARGET] to define the expected mass range for typical neutron stars.
0706.0130	0704.0471	uses	medium	The citing paper uses data points extracted from isoscaling behavior in experiments at Texas A&M and NSCL-MSU as reported in [TARGET].
0706.0312	hep-ph/0611231	background	high	The context lists multiple review references on chiral perturbation theory without asserting a specific relationship to the cited paper.
0706.0312	hep-ph/9607436	background	high	The context lists several references on the structure of the pion-nucleon interaction without asserting a specific relationship to the cited paper.
0706.0312	hep-lat/0310054	background	high	The context lists multiple references on lattice regularized chiral perturbation theory without asserting a specific relationship to the cited paper.
0706.0312	hep-ph/0701096	background	high	The context lists several references on meson-baryon effective chiral Lagrangians without asserting a specific relationship to the cited paper.
0706.0312	hep-lat/0702012	background	high	The context lists multiple references on the Delta-resonance in a finite volume without asserting a specific relationship to the cited paper.
0706.0312	nucl-th/0703051	background	high	The context lists several references on isospin mixing and nucleon form factors without asserting a specific relationship to the cited paper.
0706.0658	0707.3901	background	low	The citation context is a list of references with no specific relationship asserted.
0706.0658	0707.3099	background	low	The citation context is a list of references with no specific relationship asserted.
0706.0698	nucl-th/0702085	background	low	The citation context is a list of references with no specific relationship asserted.
0706.0698	nucl-ex/0606032	background	low	The citation context is a list of references with no specific relationship asserted.
0706.0966	nucl-th/0605073	background	medium	The citation context only states that explicit forms of Hamiltonian densities are found in the cited paper, with no further relationship asserted.
0706.0984	nucl-th/9801034	background	low	bare mention in a list of references
0706.0984	nucl-th/9802075	background	low	bare mention in a list of references
0706.0984	nucl-th/0504067	background	low	bare mention in a list of references
0706.0984	nucl-th/0506047	background	low	bare mention in a list of references
0706.0984	nucl-th/0104030	background	low	bare mention in a list of references
0706.0984	nucl-th/0108057	background	low	bare mention in a list of references
0706.0984	nucl-th/9406039	background	low	bare mention in a list of references
0706.0984	nucl-th/0406008	background	low	bare mention in a list of references
0706.0984	nucl-th/9710073	background	low	bare mention in a list of references
0706.0984	nucl-th/0008064	background	low	bare mention in a list of references
0706.0984	nucl-th/0506005	background	low	bare mention in a list of references
0706.0984	nucl-th/9901054	background	low	bare mention in a list of references
0706.0984	nucl-th/9901082	background	low	bare mention in a list of references
0706.0984	nucl-th/0109071	background	low	bare mention in a list of references
0706.0984	nucl-th/9706045	background	low	bare mention in a list of references
0706.0984	nucl-th/9910044	background	low	bare mention in a list of references
0706.0984	nucl-th/9911001	background	low	bare mention in a list of references
0706.0984	nucl-th/0107064	background	low	bare mention in a list of references
0706.0984	hep-ph/9807302	background	low	bare mention in a list of references
0706.0984	nucl-th/0609037	background	low	bare mention in a list of references
0706.0984	nucl-th/0507075	background	low	bare mention in a list of references
0706.0984	nucl-th/9912054	background	low	bare mention in a list of references
0706.0984	nucl-th/0302080	background	low	bare mention in a list of references
0706.0984	nucl-th/0303058	background	low	bare mention in a list of references
0706.0984	nucl-th/0202039	background	low	bare mention in a list of references
0706.0984	nucl-th/9808007	background	low	bare mention in a list of references
0706.0984	nucl-th/0507077	background	low	bare mention in a list of references
0706.0984	hep-ph/0206146	background	low	bare mention in a list of references
0706.0984	nucl-th/0307050	background	low	bare mention in a list of references
0706.0984	nucl-th/0203055	background	low	bare mention in a list of references
0706.0984	nucl-th/0509032	background	low	bare mention in a list of references
0706.1115	nucl-th/9611036	background	low	The citation context mentions that pairing correlations may be influenced in new circumstances, but does not specify a direct relationship with the cited work.
0706.1115	nucl-th/9611035	background	low	The citation context mentions that pairing correlations may be influenced in new circumstances, but does not specify a direct relationship with the cited work.
0706.1115	nucl-th/0202024	uses	high	The citing paper states it chose smaller values of l_max and r_max than those used in its previous calculations [TARGET], indicating it uses the cited work as a reference for parameter choices.
0706.1115	nucl-th/0608048	uses	high	The citing paper states it chose smaller values of l_max and r_max than those used in its previous calculations [TARGET], indicating it uses the cited work as a reference for parameter choices.
0706.1115	nucl-th/0105025	uses	high	The citing paper states it chose smaller values of l_max and r_max than those used in its previous calculations [TARGET], indicating it uses the cited work as a reference for parameter choices.
0706.1242	nucl-th/9706029	background	low	The citation context is a bare list of references with no specific relationship asserted.
0706.1242	nucl-th/0702005	background	low	The context mentions similar methods are employed but does not specify a direct relationship.
0706.1242	nucl-th/0611084	background	low	The citation context is a bare list of references with no specific relationship asserted.
0706.1242	nucl-th/0609037	background	low	The citation context is a bare list of references with no specific relationship asserted.
0706.1282	nucl-th/0608003	background	medium	the cited work is mentioned as one of many BHF studies investigating the isovector part of the optical potential
0706.1282	nucl-th/0510097	background	medium	the cited work is mentioned as an example of fragmentation data used to relate symmetry energy to experimental quantities
0706.1282	nucl-th/0305038	background	medium	the cited work is mentioned as an example of fragmentation data used to relate symmetry energy to experimental quantities
0706.1450	nucl-th/0402002	background	medium	The context lists multiple references without a specific relationship to the cited paper.
0706.1450	nucl-th/0112003	background	low	The context only says 'Refs. [TARGET]' with no further description.
0706.1450	nucl-th/9808030	background	low	The context lists multiple references without a specific relationship to the cited paper.
0706.1450	nucl-th/0605075	background	medium	The context mentions nuclear pasta phases reminiscent of pasta starting at certain densities, providing contextual background.
0706.1450	nucl-th/0403019	background	low	The context only says 'Refs. [TARGET]' with no further description.
0706.1547	hep-ph/9607436	background	low	The citation context is a list of references with no specific relationship asserted.
0706.1547	nucl-th/0510032	background	low	No citation context extracted from tex, so only generic prior-art mention.
0706.2109	nucl-th/0606005	background	low	The citation context lists multiple references without asserting a specific relationship to the cited paper.
0706.2764	nucl-th/0512030	background	low	The citation context is a list of references with no surrounding text describing the relationship.
0706.2764	nucl-th/0505031	background	low	The citation context is a list of references with no surrounding text describing the relationship.
0706.2911	hep-ph/0411104	uses	high	This variation is shown to be important to optimize the tensor correlation [TARGET]
0706.2911	nucl-th/9710018	contrasts	high	even in the microscopic cluster models using an unique effective NN interaction consisting of the central and LS forces [TARGET], the s-p shell gap problem in 11Li and 10Li cannot be solved simultaneously
0706.2911	nucl-th/9904077	uses	high	this folding potential also reproduces the positions of the p-wave resonances in 10Li, just above the 9Li+n threshold energy [TARGET]
0706.2911	hep-ph/0402135	uses	high	This variation is shown to be important to optimize the tensor correlation [TARGET]
0706.2911	nucl-th/9904078	uses	high	this folding potential also reproduces the positions of the p-wave resonances in 10Li, just above the 9Li+n threshold energy [TARGET]
0706.2911	nucl-th/9703026	contrasts	high	even in the microscopic cluster models using an unique effective NN interaction consisting of the central and LS forces [TARGET], the s-p shell gap problem in 11Li and 10Li cannot be solved simultaneously
0706.3227	nucl-th/0211011	uses	high	the transverse momentum broadening ... will modify the hadron pT spectrum ... [TARGET]
0706.3227	hep-ph/0102230	compares	high	compare this result with estimates based on ... high-twist [TARGET] formalism
0706.3227	hep-ph/0501260	background	medium	explanations ... Sudakov suppression [TARGET] ... have been equally successful
0706.3227	nucl-th/0405046	background	medium	The rise of the Cronin effect at backward rapidity is more difficult to understand [TARGET]
0706.3227	hep-ex/0307023	background	low	bare citation in reference list
0706.3227	nucl-th/0701064	compares	high	compare this result with estimates based on ... nuclear absorption models [TARGET]
0706.3227	hep-ph/0405045	background	medium	forward rapidity suppression ... interpreted as evidence for ... Color Glass Condensate [TARGET]
0706.3227	hep-ph/0302184	uses	high	estimates, obtained in the quenching weight formalism of Salgado and Wiedemann [TARGET]
0706.3227	hep-ph/0205048	uses	high	agrees with the phenomenological analysis of Refs.~ [TARGET]
0706.3227	hep-ph/0407201	uses	high	use of next-to-leading order kinematics [TARGET]
0706.3227	hep-ph/0212148	uses	high	transverse momentum broadening ... will modify the hadron pT spectrum ... [TARGET]
0706.3227	hep-ph/0505052	background	medium	forward rapidity suppression ... interpreted as evidence for ... Color Glass Condensate [TARGET]
0706.3227	hep-ph/9605213	uses	high	shift of z in the vacuum fragmentation function D [TARGET]
0706.3227	nucl-th/0302077	background	medium	phenomenon is widely used as a tool ... [TARGET]
0706.3227	hep-ph/0403089	background	medium	phenomenon is widely used as a tool ... [TARGET]
0706.3227	hep-ph/0311220	compares	high	compare this result with estimates based on ... nuclear absorption models [TARGET]
0706.3227	hep-ph/0502072	applies	high	applied to nDIS in [TARGET]
0706.3227	nucl-th/0405013	background	medium	evidence for ... Quark-Gluon Plasma [TARGET]
0706.3227	nucl-th/0604041	background	medium	see [TARGET] and references therein
0706.3227	nucl-th/0510090	applies	high	applied to nDIS in [TARGET]
0706.3227	nucl-th/0308029	uses	high	agrees with the phenomenological analysis of Refs.~ [TARGET]
0706.3227	hep-ph/0105195	background	medium	attributed to ... radiative energy loss of the incoming parton [TARGET]
0706.3227	nucl-th/0410111	background	medium	explanations ... FS parton recombination [TARGET] have been equally successful
0706.3227	nucl-th/0609010	background	medium	see [TARGET] and references therein
0706.3227	nucl-th/0702066	background	medium	A nice comparison ... discussed in Ref.~ [TARGET]
0706.3227	nucl-th/0406023	uses	high	well reproduce the corresponding measurements at HERMES [TARGET]
0706.3227	hep-ph/0406201	uses	high	scaling law ... characterized by the average ω_c and R [TARGET]
0706.3227	hep-ph/0005044	compares	high	compare this result with estimates based on ... high-twist [TARGET] formalism
0706.3227	hep-ph/0506148	background	medium	proposed Electron-Ion Collider (EIC) [TARGET] will be able to effectively study
0706.3288	0706.0183	background	low	The citation context is a list of references with no surrounding text describing the cited paper's role.
0706.3497	nucl-th/0609076	compares	high	the density-dependent couplings of the effective interaction PKA1 are shown in comparison with PKO1 (DDRHF) [TARGET]
0706.4000	cond-mat/0608477	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4000	0704.3984	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4000	nucl-th/9802038	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4000	nucl-th/0203055	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4000	cond-mat/0607835	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4000	cond-mat/0701251	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4000	cond-mat/0703526	background	low	The citation context is a list of references with no specific relationship asserted.
0706.4023	nucl-th/0703087	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	0706.0312	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0208050	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/9802071	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	hep-ph/0101030	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0402086	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/9408016	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	hep-ph/9411287	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0405048	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	hep-ph/9609459	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	hep-ph/0311341	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0512035	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0212024	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0006014	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0608042	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0703028	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	hep-ph/0009312	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	hep-ph/9501384	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/9904031	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0004033	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	hep-ph/0006299	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0511011	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0402027	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4023	nucl-th/0511054	background	low	The citation context is a list of references with no specific assertion about the cited paper.
0706.4165	hep-ph/0612165	background	low	The citation context is a bare list of references with no specific relationship asserted.
0706.4165	1112.4074	background	low	No citation context extracted from tex, so no relationship can be determined.
0706.4165	nucl-th/0503063	background	low	The citation context is a bare list of references with no specific relationship asserted.
0706.4165	0706.4304	background	low	The citation context is a bare list of references with no specific relationship asserted.
0706.4165	0705.0469	contrasts	medium	The text says 'Fixing the particle-particle pairing parameter, and varying it as done in [TARGET], leads to rather stable values... Clearly, these issues remain to be further discussed and clarified' implying the cited method is not fully settled.
0706.4357	hep-ph/9901215	background	low	The citation context is a list of references with no specific relationship asserted to the cited work.
0707.0099	nucl-th/0511033	background	low	The citation context mentions [TARGET] in a list of subfields where data become available, with no specific relationship asserted.
0707.0099	nucl-th/0411052	background	low	The citation context gives [TARGET] as an example of three-body decaying systems in molecular physics, without asserting a specific relationship.
0707.0354	0704.1984	background	low	The context lists multiple references without any specific assertion about the cited paper's relationship to the citing work.
0707.0354	0704.3607	background	low	The context lists multiple references without any specific assertion about the cited paper's relationship to the citing work.
0707.0632	hep-ph/0204132	background	medium	cited as an example of references for compact star phenomenology
0707.0632	hep-ph/9908227	uses	high	the symmetry breaking pattern is the basis for the construction of the low-energy effective theory (LEET) [TARGET]
0707.0632	hep-ph/0402234	uses	high	This model has already been applied to study kaon condensation in the CFL phase at non-zero strange quark masses [TARGET]
0707.0632	hep-ph/9910225	uses	high	This can be shown from first principles within a weak-coupling expansion [TARGET]
0707.0632	hep-ph/0509172	uses	medium	Following standard methods (see, e.g., Refs. [TARGET]), we write S^-1(p) ...
0707.0632	hep-ph/9401310	background	medium	cited as a review reference for the NJL model
0707.0632	hep-ph/9912531	contrasts	high	similar logarithmic terms have also been discussed in the literature [TARGET]
0707.0632	hep-ph/0001104	background	low	bare citation in a list of references
0707.0632	nucl-th/0007021	background	low	bare citation in a list of references
0707.0632	nucl-th/0305030	background	medium	cited as a review on color superconductivity
0707.0632	hep-ph/9909574	background	low	bare citation in a list of references
0707.0632	hep-ph/0011333	background	medium	cited as a review on color superconductivity
0707.0632	nucl-th/0410091	background	medium	cited as a review on color superconductivity
0707.0632	nucl-th/0701067	background	medium	cited as an example of references for compact star phenomenology
0707.0632	hep-ph/0205201	background	low	bare citation in a list of references
0707.0632	hep-ph/0503184	background	low	bare citation in a list of references
0707.0632	hep-ph/0404074	background	medium	cited as a review on color superconductivity
0707.0632	hep-ph/0009173	uses	high	in the weak-coupling limit, pseudoscalar meson masses and decay constants have been investigated [TARGET]
0707.0632	hep-ph/0002209	contrasts	high	similar logarithmic terms have also been discussed in the literature [TARGET] and it was found that the leading contribution to A in weak coupling is given by [TARGET]
0707.0632	hep-ph/0010321	uses	high	the symmetry breaking pattern is the basis for the construction of the low-energy effective theory (LEET) [TARGET]
0707.0632	hep-ph/9910313	uses	high	This can be shown from first principles within a weak-coupling expansion [TARGET]
0707.0632	hep-ph/9910550	background	low	bare citation in a list of references
0707.0767	nucl-th/0211068	background	low	The citation context is a list of references with no surrounding text describing the relationship to the cited paper.
0707.1212	nucl-th/0602002	background	low	The citation context lists multiple references without a specific sentence asserting a relationship to [TARGET]
0707.1283	nucl-th/0607053	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1283	nucl-th/0504056	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1283	nucl-th/0004021	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0602017	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0701038	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/9802029	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	0704.2854	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0305035	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0501067	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0602060	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0405016	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0103005	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0610072	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/9910062	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/9508023	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0402007	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0505076	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0104057	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0111042	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0512077	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0508022	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/9910007	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	0705.4069	compares	high	We compare to the importance-truncated NCSM study [TARGET].
0707.1516	nucl-th/0308088	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0501038	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0701013	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0609003	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0504043	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0310082	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0004023	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0611045	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0512038	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0406082	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0507049	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0108041	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/9912023	background	low	The citation context is a list of references with no specific relationship asserted.
0707.1516	nucl-th/0408019	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2157	0704.2312	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2157	0704.1342	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2157	nucl-th/0008064	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2157	0706.0312	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2157	nucl-th/0703012	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2157	hep-lat/0509029	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	hep-th/0701276	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	hep-ph/0005225	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	0705.2632	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	nucl-th/9702016	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	hep-ph/0304182	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	hep-ph/0501128	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	hep-ph/0609270	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	hep-ph/0302103	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2637	hep-ph/0111120	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2742	0710.2055	background	low	The citation context is a list of references with no surrounding text describing the relationship.
0707.2742	0706.4304	background	low	The citation context is a list of references with no surrounding text describing the relationship.
0707.2742	nucl-th/0201065	background	low	The citation context is a list of references with no surrounding text describing the relationship.
0707.2742	nucl-th/0602005	extends	high	The citing paper formulates a method to calculate double beta decay amplitudes within the continuum random phase approximation, and this cited paper is titled 'First application of the continuum-QRPA to description of the double beta decay', indicating the citing paper builds on that first application.
0707.2756	nucl-ex/0301007	background	low	The citation context is a table row listing limits for Te120, with no explicit relationship asserted beyond presenting data.
0707.2795	nucl-th/0509002	background	low	The citation context is a list of references with no specific relationship asserted.
0707.2795	0704.2340	background	medium	The context mentions the density dependence of the symmetry energy is poorly known and cites [TARGET] as a reference for that statement, without asserting a specific relationship.
0707.2795	nucl-th/0509001	background	low	The citation context is a list of references with no specific relationship asserted.
0704.0106	hep-ph/0102230	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	hep-ph/0301195	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	hep-ph/0309094	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	hep-ex/0307023	uses	high	Phenomenological study of parton energy loss and nuclear modification of the fragmentation functions in cold nuclear matter gives a good description of the nuclear modification of the leading hadron spectra in semi-inclusive deeply inelastic lepton-nucleus scattering observed by the HERMES experiment [TARGET]
0704.0106	hep-ph/0202105	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	nucl-th/9306003	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	hep-ph/0002074	uses	high	This must include the physics of transverse momentum broadening, strong nuclear enhancement in DIS and Drell-Yan production [TARGET]
0704.0106	hep-ph/0508229	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	hep-ph/0005044	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	hep-ph/0405125	uses	high	their implications on the formation of a strongly coupled quark-gluon plasma at RHIC [TARGET]
0704.0106	nucl-th/0305010	uses	high	The same framework also gives a compelling explanation for the suppression of large transverse momentum hadrons discovered at RHIC [TARGET]
0704.0106	nucl-th/0309040	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	nucl-th/0302077	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	nucl-th/0604040	uses	high	the effective energy loss is essentially elastic energy loss as shown in Ref. [TARGET]
0704.0106	hep-ph/0412060	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	nucl-th/0607047	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	hep-ph/0311220	background	low	Bare mention in a list of references without contextual sentence.
0704.0106	nucl-th/0405013	uses	high	their implications on the formation of a strongly coupled quark-gluon plasma at RHIC [TARGET]
0704.0106	hep-ph/9408344	background	low	Bare mention in a list of references without contextual sentence.
