citing	cited	new_type	confidence	rationale
2004.08474	1102.4799	uses	high	The citing paper references Girlanda et al. as a possible source of additional spin-orbit strength, not as a disputed claim.
2004.08778	hep-ph/0406139	uses	high	The citing paper mentions the cited paper as an example of an alternative decomposition approach, not as a dispute.
2004.06771	0711.0950	uses	high	The citing paper mentions the chiral magnetic effect as a different mechanism, not as a dispute with the cited paper's claims.
2004.05754	nucl-th/0608078	contrasts	high	The citing paper states that features of the scalar-vector interaction were not fully appreciated in the cited paper, implying a correction or extension of the cited work.
2004.05754	1401.4051	contrasts	high	The citing paper asserts that the cited paper's vector interaction leads to a decrease in critical temperature, making deviation from LQCD results larger, which is a quantitative tension with the cited paper's claims.
2004.11990	1806.03522	uses	high	The citing paper identifies missing threshold logarithms in the cited paper, but does not assert the cited paper's claims are wrong; it builds on it.
2004.09824	2003.05688	contrasts	high	The citing paper notes that a recent chiral EFT study did not find a bound state in the isovector ND system, contradicting the citing paper's finding of a near-threshold state.
2004.14205	1101.5217	compares	medium	The citing paper notes a different expression for Q but does not assert the cited paper's result is wrong.
2004.12413	1202.3432	contrasts	high	The citing paper explicitly states the cited paper's proposed scenario relied on a questionable inversion of limits and was not satisfactory.
2004.05658	1905.08605	uses	high	The citing paper mentions competing hypotheses about pentaquark nature, citing [TARGET] as one such hypothesis, not disputing it.
2004.05658	hep-ph/0410047	compares	high	The context contrasts the molecular picture's complexity with the coherence of quarkonium theory, but this is a neutral comparison, not a dispute.
2004.05658	1010.5827	compares	high	Same as previous: a neutral comparison between molecular picture and quarkonium theory, not a dispute with [TARGET].
2005.00204	1903.01653	background	low	Context is too thin to establish a dispute; it mentions proposals but does not assert they are wrong.
2004.13568	2001.02221	uses	medium	The citing paper notes a larger mixing angle than previous works, but does not assert the cited paper's claims are wrong.
2004.13568	1908.00223	uses	medium	The citing paper references previous works on singly bottom baryons without disputing their conclusions.
2004.07026	1512.09183	contrasts	high	The citing paper explicitly states its finding differs from previous findings in the cited paper regarding twin star solutions.
2004.07026	1401.4051	uses	medium	The cited paper is mentioned as a potential constraint that the new EoS may violate, but no direct dispute with the cited paper's own claims is stated.
2004.14377	nucl-th/9912066	uses	high	The citing paper references [TARGET] as an example of the hyperon puzzle, not as a dispute.
2004.14463	2004.01765	uses	high	The citing paper references [TARGET] as an explicit example of a calculation that would disagree with data, but the dispute is with the cited paper's method, not its claims.
2004.04138	1504.02916	uses	high	The citing paper points to [TARGET] as an example of missing interactions, not a dispute with its claims.
2004.04138	1407.6469	uses	high	Same context as item 1, [TARGET] is cited as an example of a model with missing interactions.
2004.04138	1111.3446	compares	medium	The citing paper notes that temperature derivatives of dressed Polyakov loop differ from those of the Polyakov loop in [TARGET], but this is a neutral comparison, not a dispute.
2004.04138	0704.3234	uses	high	Same context as item 1, [TARGET] is cited as an example of a model with missing interactions.
2004.04138	1705.00718	uses	high	Same context as item 1, [TARGET] is cited as an example of a model with missing interactions.
2004.12969	1607.03229	uses	high	The citing paper references [TARGET] as an earlier work with a generator that caused unstable patterns, but does not dispute its claims.
2004.12969	1807.11053	compares	medium	The citing paper mentions [TARGET] as a complementary approach, not as a dispute, but as a different method.
2004.09393	1511.03073	compares	high	The citing paper notes a difference in predicted Tc behavior between nonlocal and local models, but does not assert [TARGET]'s claims are wrong.
2004.09393	1907.12332	contrasts	high	The citing paper explicitly states its conclusions are in disagreement with [TARGET]'s findings on the phase diagram.
2004.07805	1307.1889	uses	high	The citing paper uses [TARGET] as an example of a widely used EOS prediction, not as a dispute.
2004.07805	1412.4623	contrasts	high	The citing paper explicitly states that neglecting correlations, as in [TARGET]'s error prescription, leads to unrealistic derivatives, implying a correction.
2004.07805	1412.0142	contrasts	high	Same as previous item, the citing paper criticizes the standard EFT error prescription attributed to [TARGET].
2005.00141	1202.0070	uses	high	The citing paper states that the cited method cannot describe calcium isotopes, using it as an example of failure, not disputing its claims.
2005.01756	1309.4146	background	low	The context mentions a speculation about uncertainty increase, but does not clearly assert a dispute with the cited paper's own claims.
2005.01395	1811.09356	contrasts	high	The citing paper argues the VGL model's gauge invariance method is unnatural and leads to overextraction of the pion form factor, directly disputing the cited paper's extraction results.
2005.00045	1710.09425	uses	high	The citing paper mentions thermal models as a dominant success, not disputing their claims.
2005.00045	1805.05249	contrasts	medium	The citing paper contrasts the wide Lifshitz region with the narrow critical endpoint region, implying tension with the cited paper's width claim.
2005.03134	1901.05552	uses	high	The citing paper references the cited paper as the only successful approach, not as a dispute.
2005.01621	1210.6175	contrasts	low	recheck response unparseable, original label kept
2005.01621	1206.5151	contrasts	low	recheck response unparseable, original label kept
2005.00111	nucl-th/9611045	contrasts	high	The citing paper states that traditional calculations, including [TARGET], neglected the spin of the struck target nucleon, which the citing paper includes, implying a correction or tension.
2005.00111	nucl-th/9410029	contrasts	high	The same context applies to this cited paper, indicating it also neglected spin contributions that the citing paper addresses.
2005.03087	1707.06511	contrasts	high	The citing paper explicitly states 'In contrast with Ref. [TARGET]' and reports a different quantitative attribution of the SO reduction, directly disputing the cited paper's conclusion.
2005.02418	1911.02480	compares	high	The citing paper notes a methodological difference, not a dispute with the cited paper's claims.
2005.02418	1902.06254	compares	high	The citing paper notes a methodological difference, not a dispute with the cited paper's claims.
2005.02418	1805.09617	compares	high	The citing paper notes a methodological difference, not a dispute with the cited paper's claims.
2004.13575	1206.2336	compares	high	Citing paper notes differences in approach and error bars but does not dispute cited paper's claims
2004.13575	1608.05885	compares	high	Citing paper notes differences in approach but does not dispute cited paper's claims
2004.13575	1808.03394	compares	high	Citing paper notes differences in approach but does not dispute cited paper's claims
2004.13575	1209.0156	contrasts	medium	Citing paper's extracted phase shift contradicts cited experimental resonance, suggesting a bound state instead
2005.05332	1404.2288	background	low	Context mentions limitations of prior work but does not explicitly assert that the cited paper's claims are wrong or in tension.
2004.08186	1403.1256	uses	high	The citing paper mentions that other authors cast doubts on the anomalous origin of AVE, but does not assert that the cited paper's claims are wrong.
2004.08186	1103.5006	contrasts	medium	The citing paper questions the proposed relation with mixed-axial gravitational anomaly, implying a conceptual tension with the cited paper's conclusion.
2004.08186	1210.0969	contrasts	medium	The citing paper questions the topological protection of AVE, which contradicts the cited paper's possible higher-order correction claim.
2004.08186	1207.5806	contrasts	high	The citing paper explicitly states its result is twice the value of the cited paper, indicating a quantitative disagreement.
2004.08186	1310.7024	contrasts	high	The citing paper presents evidence against the anomalous origin of AVE temperature term, directly contradicting the cited paper's claim.
2004.00411	1212.1845	uses	high	The citing paper notes a claim by Platter and Phillips that was later refuted by Ji and Phillips, but the cited paper is the subject of the refutation, not the source of a dispute with the citing paper.
2004.00411	nucl-th/0104088	contrasts	high	The citing paper explicitly criticizes the cited paper's resummation approach as careless and leading to results not supported by data, indicating a dispute with the cited paper's claims.
2004.00411	nucl-th/0609037	contrasts	high	The citing paper presents a dispute over the legitimate range of cutoff variation, with the cited paper's position being one side of the disagreement.
2004.00411	nucl-th/0506005	contrasts	high	The citing paper states that the cited paper demonstrates Weinberg's proposal permits no unique convergence, which is a direct criticism of the cited paper's findings.
2004.00411	cond-mat/0604255	uses	high	The cited paper is mentioned as the source of a claim by Platter and Phillips, but the dispute is with that claim, not with the cited paper itself.
2004.00411	nucl-th/0104030	contrasts	high	The citing paper attributes to the cited paper the demonstration of incorrect scaling of short-distance singularities, which is a direct criticism of Weinberg's power counting, and the citing paper is in dispute with that approach.
2005.04981	1405.7564	compares	high	The citing paper notes a difference in regime (quasiadiabatic vs sudden) but does not dispute the cited paper's claims.
2005.02684	2001.09949	contrasts	low	recheck response unparseable, original label kept
2005.01956	1802.10097	uses	high	Citing paper references the cited paper's point about a short-range contribution, not a dispute.
2005.01956	1806.02780	uses	high	Citing paper references the cited paper's point about a short-range contribution, not a dispute.
2005.01956	2004.07404	compares	medium	Citing paper notes a difference in neutrino mass treatment but does not dispute the cited paper's claims.
2005.03198	1906.04485	uses	high	The citing paper mentions [TARGET] as an example of Bayesian Neural Networks applied to fission yield models, without asserting any dispute with its claims.
2004.14831	1801.03917	background	low	Context mentions a difference in situation but does not assert a dispute with the cited paper.
2004.14831	1807.06566	background	low	Same context as above, no dispute with this cited paper.
2004.14831	1807.00232	background	low	Same context as above, no dispute with this cited paper.
2004.14831	1702.06558	contrasts	high	Citing paper explicitly claims an advantage over the cited paper's scheme restriction, implying a correction or tension.
2004.14831	1810.05043	background	low	Same context as first three, no dispute with this cited paper.
2005.04795	1606.07049	contrasts	high	The citing paper explicitly states that the cited paper's result is in tension with its own, and discusses possible corrections to the cited paper's analysis.
2005.04337	1811.04574	contrasts	low	recheck response unparseable, original label kept
2005.01506	1904.09152	compares	medium	The citing paper notes a difference in approach but does not dispute the cited paper's claims.
2005.01506	2003.03640	contrasts	high	The citing paper states the cited models fail to describe longitudinal polarization, a clear dispute.
2005.01506	2002.02612	compares	medium	The citing paper notes a limitation in the cited work but does not assert it is wrong.
2005.01506	1707.07984	contrasts	high	The citing paper states the cited models cannot describe measured longitudinal polarization, a dispute.
2004.06751	1503.07514	background	low	Context mentions advocacy of far-from-equilibrium fluid dynamics but does not specify a dispute with the cited paper.
2004.06751	1704.08699	background	low	Same context as above, no explicit dispute with this cited paper.
2004.06751	1907.07965	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1007.0130	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1506.06647	contrasts	high	Citing paper states sharp contrast with Yang-Mills kinetic theory results, implying a difference in findings.
2004.06751	1712.02772	background	low	Same context as first, no explicit dispute with this cited paper.
2004.06751	1907.08101	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1408.7048	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1707.02282	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1601.01583	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1103.3452	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1709.03131	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1007.0889	background	low	Same context, no explicit dispute with this cited paper.
2004.06751	1408.5646	background	low	Same context, no explicit dispute with this cited paper.
2005.07837	nucl-th/0610126	background	low	Context is truncated and does not establish a dispute with the cited paper.
2005.07837	hep-ph/0605323	background	low	Context is truncated and does not establish a dispute with the cited paper.
2005.03553	1008.3030	uses	high	The citing paper uses FSUGOLD and NL3 as tools to test sensitivity, not disputing the cited papers' claims.
2005.03553	1003.1298	uses	high	The citing paper uses FSUGOLD and NL3 as tools to test sensitivity, not disputing the cited papers' claims.
2005.03553	1006.3758	uses	high	The citing paper uses FSUGOLD and NL3 as tools to test sensitivity, not disputing the cited papers' claims.
2005.05605	1711.01480	uses	high	The citing paper mentions that experimentalists use VPT, citing the target as an example of that usage, not disputing its claims.
2005.05605	1704.07029	uses	high	The citing paper mentions that experimentalists use VPT, citing the target as an example of that usage, not disputing its claims.
2005.06909	1905.05456	contrasts	medium	The citing paper notes the cited paper finds only one pole, contrasting with the two-pole scenario.
2005.09492	2003.08044	uses	high	The citing paper references the cited paper's prediction for 31F and pairing anti-halo effect as future targets, not as a dispute.
2005.08277	1801.01677	compares	medium	The citing paper contrasts NLO cross sections with leading order counterparts, not disputing the cited paper's claims.
2005.11310	hep-ph/9602236	background	low	The context mentions sum rules from the cited paper but does not clearly assert a dispute or correction.
2004.07744	1711.02644	compares	high	The citing paper contrasts its nonparametric approach with the cited paper's parametric polytropic models, but does not claim the cited paper's results are wrong.
2004.07744	1812.08188	compares	high	The citing paper contrasts its nonparametric approach with the cited paper's speed-of-sound parametrization, but does not dispute the cited paper's findings.
2004.07744	1303.4662	compares	high	The citing paper contrasts its nonparametric approach with the cited paper's polytropic models, but does not claim the cited paper's conclusions are incorrect.
2004.07744	1804.02783	compares	high	The citing paper contrasts its nonparametric approach with the cited paper's speed-of-sound parametrization, but does not dispute the cited paper's results.
2004.07744	1803.00549	compares	high	The citing paper contrasts its nonparametric approach with the cited paper's polytropic models, but does not claim the cited paper's findings are wrong.
2004.07744	1801.01923	compares	high	The citing paper contrasts its nonparametric approach with the cited paper's speed-of-sound parametrization, but does not dispute the cited paper's conclusions.
2004.07744	2001.03334	uses	medium	The citing paper mentions the cited paper's shortcomings as a known issue, but uses it as background support rather than disputing its specific claims.
2005.07100	1905.10344	background	low	The context mentions the cited paper's claim but does not clearly assert a dispute; it notes a difference in decay modes but does not explicitly contradict the cited paper's conclusions.
2005.10834	1910.01145	background	low	Context mentions a known result from the cited paper but does not assert a dispute or correction.
2005.10813	hep-lat/0104001	background	low	Context is too thin to establish a dispute with the cited paper.
2005.10813	1303.6425	background	low	Context is too thin to establish a dispute with the cited paper.
2005.10813	hep-ph/0312371	compares	medium	The citing paper compares its tricritical point values with the cited paper's mean field values, noting deviation but not asserting the cited paper is wrong.
2005.14205	hep-ph/0310337	uses	high	The citing paper references [TARGET] as an example of a leading-order pQCD calculation, not as a disputed claim.
2005.10259	1404.0057	compares	medium	The citing paper notes a difference between critical endpoint and Lifshitz point locations, citing [TARGET] as evidence of separation, not a dispute.
2005.10259	1703.09173	uses	high	The citing paper cites [TARGET] as an analogy for a quantum spin liquid, but explicitly states the analogy is imprecise, not that [TARGET]'s claims are wrong.
2005.07974	2001.06742	contrasts	high	The citing paper states hydrodynamic flow failed to describe negative cumulant values, directly contradicting the cited paper's claims.
2005.07974	0708.0800	contrasts	high	The citing paper says the Bessel-Gaussian function is replaced by Elliptic-Power, implying the cited paper's proposed function is incorrect.
2004.12154	1308.2004	contrasts	high	The citing paper explicitly states that the kinetic theory result disagrees with the Kubo formalism and attributes this to the breakdown of the quasiparticle approximation used in the cited paper.
2004.12154	1904.12832	contrasts	high	The citing paper explicitly states that the kinetic theory result disagrees with the Kubo formalism and attributes this to the breakdown of the quasiparticle approximation used in the cited paper.
2004.12154	1005.0393	contrasts	high	The citing paper argues that the kinetic equation used in the cited paper is not fully grounded because the self-energy has both real and imaginary parts, invalidating the quasiparticle approximation.
2004.12154	1205.1525	contrasts	high	The citing paper explicitly corrects the cited paper's use of a partial derivative, stating that both variables should be fixed, implying the cited paper's result is wrong.
2004.12154	1002.0869	contrasts	high	The citing paper explicitly states that pressure fluctuations were neglected in the cited paper and finds that neglect ungrounded, implying the cited paper's Kubo formula is flawed.
2004.12154	1904.12772	contrasts	high	The citing paper explicitly states that the kinetic theory result disagrees with the Kubo formalism and attributes this to the breakdown of the quasiparticle approximation used in the cited paper.
2005.09988	1806.00694	contrasts	low	recheck response unparseable, original label kept
2005.09988	1805.08908	contrasts	low	recheck response unparseable, original label kept
2005.13955	1901.05408	uses	high	The citing paper notes the cited paper's limitation but does not claim its results are wrong; it uses it as a prior attempt.
2005.05981	1901.10320	uses	high	The citing paper mentions [TARGET] as an alternative explanation but does not dispute its claims; it only notes challenges in describing data, not a direct contradiction.
2005.05981	1311.5463	contrasts	high	The citing paper states that [TARGET]'s model predicts a significant effect in R_pA that is not borne out by data, directly contradicting the cited paper's expected outcome.
2005.05488	nucl-th/0312115	uses	high	The citing paper uses the cited paper's results on LM parameters to note that pion condensations are hardly expected, not disputing them.
2005.05488	nucl-th/9901097	uses	high	The citing paper uses the cited paper's new LM parameter estimates to support the possibility of pion condensation at lower densities, not disputing them.
2005.05488	0810.3531	compares	medium	The citing paper mentions the cited paper's exploration of s-wave pion condensation and its conclusion, but does not assert a dispute, just notes the finding.
2005.14465	hep-ph/9310228	uses	high	The citing paper mentions DCC as a quantum effect that is negligible in their classical mean-field approach, not disputing the cited paper's claims.
2005.14357	nucl-th/0010054	compares	medium	The context notes a difference in how partitions are treated, but does not assert that the cited paper's claims are wrong.
2005.14357	1202.0208	compares	medium	The context notes a difference in treatment of partitions, but no dispute is asserted.
2005.14535	2004.09566	compares	high	The citing paper notes a difference in sequential deconfinement versus simultaneous deconfinement in isospin-symmetric case, but does not dispute the cited paper's claims.
2006.01151	1703.04588	uses	high	The citing paper cites the target as support for disfavoring a nuclear form factor explanation, not as a dispute.
2005.14216	2004.04411	uses	high	The citing paper mentions feeddown effects from the cited paper as a relevant effect to include, not as a dispute.
2006.00281	1703.01570	uses	high	The citing paper references [TARGET] as a benchmark for the CP-odd electron-nucleon interaction, not as a dispute.
2005.11632	1711.06687	uses	high	The citing paper notes prior work assumed strong symmetry conditions, but does not dispute the cited paper's claims.
2005.11632	0907.3906	uses	high	The citing paper notes prior work assumed strong symmetry conditions, but does not dispute the cited paper's claims.
2005.11632	0807.3120	uses	high	The citing paper notes prior work was restricted to 1+1 dimensions, but does not dispute the cited paper's claims.
2006.01471	1607.03325	compares	high	The citing paper notes a difference in the formula for symmetry energy components but does not assert the cited paper's claims are wrong.
2005.12279	1912.05778	contrasts	low	recheck response unparseable, original label kept
2005.12279	1907.03780	contrasts	low	recheck response unparseable, original label kept
2005.12279	1904.04259	contrasts	low	recheck response unparseable, original label kept
2006.00021	1808.08895	uses	high	The citing paper cites [TARGET] as a prior case study that examined momentum trends, not as a disputed claim.
2006.00021	1704.06719	uses	high	The citing paper cites [TARGET] as an example of extracting neutron skins, not as a disputed claim.
2006.02133	nucl-th/0007030	uses	high	The citing paper mentions [TARGET] as an example of studies that dropped vacuum parts, but the dispute is with that practice, not with [TARGET]'s claims.
2006.00024	1811.03111	uses	high	The citing paper cites [TARGET] as an example of knockout-reaction analyses that recover a strong asymmetry-dependence, but the dispute is with those analyses, not with [TARGET] itself.
2006.00024	1409.6576	uses	high	The citing paper cites [TARGET] as an example of knockout-reaction analyses that recover a strong asymmetry-dependence, but the dispute is with those analyses, not with [TARGET] itself.
2005.11237	0904.0032	uses	high	The citing paper notes that [TARGET] did not attempt v2 calculations, but this is not a dispute of [TARGET]'s claims.
2005.11237	1409.2494	uses	high	The citing paper notes that [TARGET] did not attempt v2 calculations, but this is not a dispute of [TARGET]'s claims.
2005.11237	1809.10734	contrasts	high	The citing paper states that [TARGET] found model similarities disappear when using the same hydro background, directly contradicting the cited paper's own finding.
2006.01220	1101.5793	uses	high	The citing paper mentions [TARGET] as a notable exception that allows a phase transition, not as a disputed claim.
2005.12207	nucl-th/0208023	background	low	Context mentions differences in wave functions and potentials but does not assert that the cited paper's claims are wrong.
2005.12207	nucl-th/9704001	background	low	Same context as above, no explicit dispute with the cited paper's own results.
2005.12207	1711.07080	uses	medium	The cited paper is referenced as a prior work that did not consider two-body densities, not as a disputed claim.
2005.07433	hep-ph/0602225	uses	high	The citing paper uses the cited paper's finding about non-renormalizability as a motivation for using a more general class of unitary operators, not as a dispute.
2005.07433	1509.07039	contrasts	medium	The citing paper states its results appear not unitarily equivalent to the cited paper's, indicating a conceptual tension.
2005.07433	1602.07688	uses	high	The citing paper points out a relation from the cited paper that has not been checked, using it as a caveat, not disputing it.
2005.07433	1605.08043	uses	high	Same context as item 3, the cited paper is used as a reference for an unchecked relation, not disputed.
2005.09518	1406.4524	contrasts	low	recheck response unparseable, original label kept
2005.09518	1311.6482	contrasts	low	recheck response unparseable, original label kept
2005.09518	hep-ph/9612374	contrasts	low	recheck response unparseable, original label kept
2005.09518	1403.3408	contrasts	low	recheck response unparseable, original label kept
2006.00856	1703.07210	uses	high	The citing paper cites [TARGET] as evidence of systematic uncertainties in Lüscher's method, not as a dispute with [TARGET]'s own claims.
2006.00856	1607.06371	uses	high	The citing paper cites [TARGET] as support for the same point about Lüscher's method, not as a disagreement with [TARGET].
2005.14352	1104.1856	uses	high	Citing paper mentions deformation as a known explanation but argues it does not apply to Ca isotopes, using [TARGET] as a cited example of that explanation.
2005.14352	1404.2373	uses	high	Citing paper mentions deformation as a known explanation but argues it does not apply to Ca isotopes, using [TARGET] as a cited example of that explanation.
2005.14352	1201.2497	uses	high	Citing paper mentions deformation as a known explanation but argues it does not apply to Ca isotopes, using [TARGET] as a cited example of that explanation.
2005.14352	1110.3867	uses	high	Citing paper mentions deformation as a known explanation but argues it does not apply to Ca isotopes, using [TARGET] as a cited example of that explanation.
2006.02836	1203.4529	compares	medium	The context notes a difference in derivation approach but does not assert that the cited paper's claims are wrong or in tension.
2006.02617	hep-ph/9902327	compares	high	The citing paper notes a key difference in method but does not dispute the cited paper's claims or results.
2005.14682	1311.3636	uses	high	The citing paper notes a methodological difference in centrality selection but does not dispute the cited paper's claims.
2005.14682	2001.09949	contrasts	medium	The citing paper states a previous parametrization led to large relaxation times, implying a problem with the cited paper's approach.
2005.14682	1209.6330	uses	high	The citing paper mentions previous works used gluon distribution for centrality, but no dispute is asserted.
2006.02698	nucl-th/0603044	compares	medium	Notes differences in principle but does not assert the cited paper is wrong
2006.02698	nucl-th/0103017	uses	high	Cites the paper as an example of a model that overestimates the spin-orbit potential, not as a dispute
2006.01141	1903.09121	contrasts	high	The citing paper states its finding of no quark matter cores is at odds with the cited paper's evidence for quark matter cores.
2006.01141	1908.10352	contrasts	high	The citing paper explicitly contrasts its larger radius result with the cited paper's smaller radius constraint.
2006.03676	astro-ph/0411618	uses	high	The citing paper uses the cited paper's finding that fast cooling is not favored as evidence, not as a dispute.
2006.03056	1912.05778	compares	high	The citing paper contrasts the function structure of TMD beam functions with Tau_N beam functions, noting a difference but not disputing the cited paper's claims.
2006.03917	1412.0142	compares	high	The citing paper notes a difference in breakdown scale values but does not dispute the cited paper's claims.
2006.03917	1412.4623	compares	high	The citing paper notes a difference in breakdown scale values but does not dispute the cited paper's claims.
2006.00200	1708.06930	contrasts	low	recheck response unparseable, original label kept
2006.00200	1504.07619	contrasts	low	recheck response unparseable, original label kept
2006.00200	1609.00033	contrasts	low	recheck response unparseable, original label kept
2006.00200	1703.04124	contrasts	low	recheck response unparseable, original label kept
2006.04132	1803.06043	contrasts	medium	The citing paper states that the cited paper's partonic dipole coefficient has a different relationship to final hadrons, implying a conceptual difference in model interpretation.
2006.08298	1005.4814	contrasts	high	The citing paper states the FL model's first-order-only prediction disagrees with the cited paper's predictions and lattice QCD data.
2006.05890	nucl-th/0703073	compares	medium	The citing paper notes a difference in LECs but does not assert the cited paper's claims are wrong.
2006.02326	1808.04823	background	low	Context is too thin to establish a dispute with the cited paper.
2006.02326	nucl-th/9708029	contrasts	medium	The citing paper notes deviation from normalization condition due to neglecting components, implying a correction or tension with the cited paper's approach.
2006.02326	2004.06127	background	low	Context is too thin to establish a dispute with the cited paper.
2006.02326	2006.04822	background	low	Context is too thin to establish a dispute with the cited paper.
2006.02326	nucl-th/9707003	contrasts	medium	The citing paper points out deviation from normalization condition, implying a correction or tension with the cited paper's results.
2006.02207	1801.01923	uses	high	The citing paper contrasts its hybrid EoS with the cited paper's claim about normal EoS, but the cited paper is used as a point of comparison, not disputed.
2006.02207	1905.03656	contrasts	high	The citing paper explicitly states that the cited paper's constraint was revisited and a weaker constraint was reported, indicating a dispute.
2006.02207	1608.00344	uses	high	The cited paper is used as a reference for the impossibility of normal EoS, not disputed.
2006.08815	1809.01200	background	low	Context is too thin to establish a dispute; it only mentions distinct moments without asserting any error or tension.
2006.05035	1711.02496	uses	medium	The citing paper references the cited paper as support for the CME being a low pT phenomenon, not as a dispute.
2006.07256	1711.07411	uses	high	The citing paper cites [TARGET] as confirmation of a known effect, not as a dispute.
2006.08800	2003.13757	compares	high	The citing paper compares its relaxation times to those from the cited paper, noting differences due to quark mass, but does not dispute the cited paper's claims.
2006.06227	nucl-th/0307088	background	low	Context mentions a difference in interpretation but does not assert that the cited paper's claims are wrong or in tension.
2006.08626	1806.03219	contrasts	high	The citing paper explicitly states the cited paper does not treat deuteron spin complications correctly.
2006.08626	0910.4747	contrasts	high	The citing paper says a peculiarity was previously missed in the cited paper's calculation.
2006.06305	1906.02268	uses	high	The citing paper mentions the TDHF calculation as a claim, not as a dispute against it.
2006.06305	1112.0496	contrasts	high	The citing paper explicitly states the hindrance model predicts a maximum and rapid drop, which is in tension with the citing paper's findings.
2006.08087	1809.05257	contrasts	low	recheck response unparseable, original label kept
2006.03789	2006.14936	uses	high	The citing paper references these studies as prior work on identifying phase transitions via tidal deformability, without disputing their claims.
2006.03789	1909.04096	uses	high	Same context as above, citing the paper as an example of previous approaches, not as a dispute.
2006.03789	1911.07091	uses	high	Same context as above, citing the paper as an example of previous approaches, not as a dispute.
2006.08424	nucl-th/0509047	uses	medium	The citing paper notes that [TARGET] observed a discrepancy with other models, but the citing paper uses this as a point of comparison, not a dispute with [TARGET]'s claims.
2006.08424	nucl-th/0512069	uses	medium	Same context as above; [TARGET] is cited as noting a discrepancy, but the citing paper does not dispute [TARGET]'s own conclusions.
2006.14075	2003.14128	contrasts	high	The citing paper states the lattice QCD moments are systematically larger than their predictions, indicating a quantitative tension.
2006.04206	1606.00771	uses	high	The citing paper notes the cited paper's expectation of bulk viscosity divergence, but uses it as a contrast to its own approach, not disputing the cited paper's claim.
2006.04206	1908.06212	compares	medium	The citing paper notes that previous studies were only at zero chemical potential, implying a difference in regime, not a dispute of the cited paper's results.
2006.04206	1504.02160	compares	medium	The citing paper notes that previous studies were only at zero chemical potential, implying a difference in regime, not a dispute of the cited paper's results.
2006.04206	1805.01604	compares	medium	The citing paper notes that previous studies were only at zero chemical potential, implying a difference in regime, not a dispute of the cited paper's results.
2006.14629	1908.06317	background	low	The context mentions theoretical arguments that the momentum sum rule might not hold, but does not clearly assert that the cited paper's claims are wrong or corrected.
2006.13834	1711.01745	background	low	Context is truncated and does not establish a dispute with the cited paper.
2006.13834	0712.2451	background	low	Context is truncated and does not establish a dispute with the cited paper.
2006.11186	1805.12099	contrasts	low	recheck response unparseable, original label kept
2006.12541	1810.12938	uses	high	The citing paper compares its edge singularity results to the cited paper's critical endpoint location, using it as a reference point, not disputing it.
2006.12541	2002.07500	uses	high	The citing paper references the cited paper's critical endpoint results as a comparison, not as a claim of error or tension.
2006.11944	1404.5687	uses	high	The citing paper uses [TARGET] as evidence that the RFG model cannot reproduce QE peak features, not as a dispute with [TARGET]'s claims.
2006.14173	1411.6681	uses	high	The citing paper mentions [TARGET] as an example of an EFT without quark hybridization, not as a disputed claim.
2006.05758	1801.06855	contrasts	high	The citing paper explicitly reports a stronger correlation than [TARGET] and questions its validity, indicating a dispute.
2006.05758	1005.1741	uses	medium	The citing paper mentions [TARGET] as raising questions, but does not assert that [TARGET]'s claims are wrong; it uses the question as a point of discussion.
2006.05758	0804.3501	background	low	The context is too thin to establish any dispute or comparison with [TARGET].
2006.10601	1611.09748	uses	high	The citing paper describes SRC models as one approach, not disputing the cited paper's claims.
2006.10601	1809.06622	contrasts	high	The citing paper explicitly contrasts SRC-driven EMC models with the phenomenological constraint from Gamow-Teller quenching, implying the cited paper's prediction is in tension.
2006.10610	1407.8138	contrasts	high	Citing paper explicitly states its predictions differ significantly from those of the cited paper.
2006.10610	nucl-th/0506003	compares	medium	Citing paper notes a methodological difference with BHF calculations, but does not assert the cited paper is wrong.
2006.09945	0705.0021	uses	high	The citing paper mentions [TARGET] as an example of an instantaneous approximation that cannot guarantee energy conservation, using it as a contrast to their own approach but not disputing its claims directly.
2006.09945	2004.00024	contrasts	high	The citing paper explicitly states their results substantially differ from [TARGET]'s prediction and questions whether [TARGET] ensures equilibrium and detailed balance, indicating a direct dispute.
2006.11171	1602.07688	contrasts	low	recheck response unparseable, original label kept
2006.14936	2003.04880	compares	high	The citing paper contrasts its method with previous works, but does not assert those works are wrong.
2006.14936	2004.07744	compares	high	Same context as first item, describing a methodological difference, not a dispute.
2006.04822	1108.2419	uses	high	The citing paper uses the cited paper's data showing deviations from rho-dominance as evidence, not as a dispute.
2006.04822	1504.02588	uses	high	The citing paper uses the cited paper's data showing deviations from rho-dominance as evidence, not as a dispute.
2006.04822	1611.09359	uses	high	The citing paper uses the cited paper's data showing deviations from rho-dominance as evidence, not as a dispute.
2006.04822	1403.7503	contrasts	high	The citing paper explicitly states the cited paper incorrectly claimed a contradiction with the Landau-Yang theorem.
